Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.15682463,0.14633884,0.9318753125,0.6598200819221265,0.713472972311576,0.6855017868646048,0.521589731763741
0.15716116,0.14341217,0.934271125,0.7174533579425983,0.6065501321068485,0.6573502450358465,0.4896883400095211
0.15594883,0.14471668,0.933805,0.6993111693949904,0.6378114244563708,0.6671230901651111,0.5006266478717204
0.15589906,0.14523256,0.9329988124999999,0.6930261891636023,0.6394541159381852,0.6650552411060644,0.4982654625017447
0.15629719,0.15003029,0.9330476875,0.6758315543199787,0.6854053696070597,0.6805192504028362,0.5158480368954421
0.15474647,0.15057778,0.9329345,0.6812954256374507,0.6672285916589651,0.6741837478264199,0.5086449948761872
0.15579893,0.15045904,0.9322336250000001,0.6691909564905296,0.6889017149587904,0.6788780894620781,0.5139533129975054
0.15563363,0.1490534,0.9320667499999999,0.6644003056364298,0.7021456419808061,0.682633696461205,0.5182632805690726
0.15451436,0.14465553,0.9337928125,0.7064188240700784,0.6218728089638778,0.66143300386776,0.49425110650163895
0.15396516,0.14436108,0.933524,0.7386926885295421,0.5582056180908923,0.6358767016803348,0.466273947523902
0.15538608,0.15023087,0.930776125,0.6545001523540313,0.70960697415638,0.6808452103146672,0.5162149947524151
0.1570618,0.15096182,0.9331838125,0.7089949589833343,0.6062573516757594,0.6536105657417219,0.48560039870201593
0.15480272,0.1471707,0.93273925,0.6829241608620145,0.6602217887720863,0.6713346037563122,0.5053995392020992
0.15477043,0.14623508,0.9332970625,0.7075304188224261,0.6115818909306163,0.6560548154892265,0.48831829772826557
0.1533522,0.1455454,0.9330075625,0.710163184011047,0.6009612580101595,0.6509903241675323,0.48265849203733424
0.15487383,0.14867944,0.93169675,0.6741904830539863,0.6652591071397399,0.6696124721412673,0.5034220429136644
0.15386686,0.14929429,0.9327940625,0.6820368240490114,0.6628336223979973,0.672271462691334,0.5064334076581644
0.15326364,0.14587173,0.9336030625,0.690844053103038,0.6545658921978286,0.6721763832789649,0.5063148578010673
